Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/21198/z1mw82r5,,,Collection,,,,,,The Wisam Rafidi Collection,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1mw82r5
ark:/13030/m5f26pd1,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0001,The Wisam Rafidi Collection,,امرأة بالزي التقليدي,A woman in the traditional dress,"Bahiya Som'án Dawood al-Rafidi; who died at the age 93. She lived a miserable life, where she catered at the Blinds House in the 1960s; in front of al-Friends Square, which is now a reform for children who were imprisoned|~|بهية سمعان داوود الرفيدي، توفيت في امريكا عن عمر ٩٣، عاشت حياة بائسة جدا حيث كانت تعمل طباخة في بيت العميان في الستينات، مقابل ملعب الفرندز، اليوم هو اصلاحية للاطفال المعتقلين.",,,,still image,,,"امرأة، زي تقليدي، ثوب مطرز، شال، مجوهرات، وقاه، رفيدي; Woman, traditional dress, embroidered dress, scar, jewellery, Rafidi",,,,image/jpeg,3331.0,2161.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/16315_ca_object_representations_media_126362_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/15237_ca_object_representations_media_126362_original.jpg,https://palarchive.org/index.php/Detail/objects/166038/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Bahiya Som'án Dawood al-Rafidi; who died at the age 93. She lived a miserable life, where she catered at the Blinds House in the 1960s; in front of al-Friends Square, which is now a reform for children who were imprisoned",بهية سمعان داوود الرفيدي، توفيت في امريكا عن عمر ٩٣، عاشت حياة بائسة جدا حيث كانت تعمل طباخة في بيت العميان في الستينات، مقابل ملعب الفرندز، اليوم هو اصلاحية للاطفال المعتقلين.,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f26pd1/manifest
ark:/13030/m5tb8xn0,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0002,The Wisam Rafidi Collection,,امرأة مع اطفالها,A woman with her children,A woman from al-Rafidi Family in a park with her children|~|امرأة من عائلة الرفيدي مع اطفالها في المتنزه,,,,still image,,,"ام، أطفال، شال، حديقة، طبيعة، رفيدي; Mother, children, scarf, garden, nature, Rafidi",,,,image/jpeg,2197.0,3224.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/33727_ca_object_representations_media_126364_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/13000_ca_object_representations_media_126364_original.jpg,https://palarchive.org/index.php/Detail/objects/166039/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,A woman from al-Rafidi Family in a park with her children,امرأة من عائلة الرفيدي مع اطفالها في المتنزه,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tb8xn0/manifest
ark:/13030/m5z10zwn,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0003,The Wisam Rafidi Collection,,امرأة من البيرة,A woman from al-Bireh,Nabéha al-Rafidi|~|نبيهة الرفيدي,,,,still image,1970s,1970/1979,"امرأة، رفيدي; Woman, Rafidi",,,,image/jpeg,3112.0,2516.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/49313_ca_object_representations_media_126365_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/87209_ca_object_representations_media_126365_original.jpg,https://palarchive.org/index.php/Detail/objects/166040/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,Nabéha al-Rafidi,نبيهة الرفيدي,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5z10zwn/manifest
ark:/13030/m5pk85xn,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0004,The Wisam Rafidi Collection,,خطيبان,An engaged couple,"Issa al-Rafidi and Randa Khader in Ramallah on the day of their engagement. In 1967, Issam migrated to the USA; and currently lives there|~|عيسى الرفيدي و رندة خضر في يوم خطوبتهما من الرام. هاجر عيسى الى امريكا في العام ١٩٦٧ ولا يزال هناك.",,,,still image,1971,1971,"اخطيبان، رجل، امرأة، بدلة، ربطة عنق، ستارة، استوديو، رفيدي; Engaged couple, man, woman, suit, necktie, curtain, studio, Rafidi",,,,image/jpeg,3317.0,2140.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/3924_ca_object_representations_media_126366_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/65593_ca_object_representations_media_126366_original.jpg,https://palarchive.org/index.php/Detail/objects/166041/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Issa al-Rafidi and Randa Khader in Ramallah on the day of their engagement. In 1967, Issam migrated to the USA; and currently lives there",عيسى الرفيدي و رندة خضر في يوم خطوبتهما من الرام. هاجر عيسى الى امريكا في العام ١٩٦٧ ولا يزال هناك.,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5pk85xn/manifest
ark:/13030/m55j55zz,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0005,The Wisam Rafidi Collection,,خطيبان,An engaged couple,"Nuha al-Rafidi with her fiancé; Adéb Bols al-Rafidi, on the day of their engagement|~|نهى الرفيدي وخطيبها اديب بولس الرفيدي يوم خطبتهم.",,,,still image,1960s,1960/1969,"رجل، امرأة، زوجان، بدلة، ربطة عنق، فستان، مجوهرات، رفيدي; Man, woman, married couple, suit, necktie, dress, jewellery, Rafidi",,,,image/jpeg,3239.0,2072.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/19086_ca_object_representations_media_126367_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/21423_ca_object_representations_media_126367_original.jpg,https://palarchive.org/index.php/Detail/objects/166042/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Nuha al-Rafidi with her fiancé; Adéb Bols al-Rafidi, on the day of their engagement",نهى الرفيدي وخطيبها اديب بولس الرفيدي يوم خطبتهم.,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55j55zz/manifest
ark:/13030/m5jt7f5w,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0006,The Wisam Rafidi Collection,,خطيبان,An engaged couple,Issam Rafidi in al-Bireh with his fiancé Lidia|~|عصام رفيدي وخطيبته ليديا في البيرة,,,,still image,1973,1973,"رجل، امرأة، زوجان، بدلة، ربطة عنق، فستان، رفيدي; Man, woman, married couple, suit, necktie, dress, jewellery, Rafidi",,,,image/jpeg,2164.0,3258.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/5554_ca_object_representations_media_126368_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/56638_ca_object_representations_media_126368_original.jpg,https://palarchive.org/index.php/Detail/objects/166043/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,Issam Rafidi in al-Bireh with his fiancé Lidia,عصام رفيدي وخطيبته ليديا في البيرة,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jt7f5w/manifest
ark:/13030/m5sc1wh5,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0007,The Wisam Rafidi Collection,,اخ واخواته,Siblings,"Fayez Rafidi with his four sisters; right to left, Badé'á, Zahiya, Zahwa, and Bahiya. The photo was taken on the balcony of Som'án Rafidi's house in al-Bireh|~|فايز رفيدي في الوسط مع اخواته الاربعة، وهن من اليمين: بهية، بديعة، زهوة،زهية، اخذت الصورة في بيت سمعان الرفيدي في الشرفة، في البيرة،",,,,still image,1960s,1960/1969,"عائلة، رجل، نساء، شال، رفيدي، اخوة، اخوات; Family, man, women, scarf, Rafidi, siblings",,,,image/jpeg,3018.0,2374.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/78684_ca_object_representations_media_126369_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/30874_ca_object_representations_media_126369_original.jpg,https://palarchive.org/index.php/Detail/objects/166044/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Fayez Rafidi with his four sisters; right to left, Badé'á, Zahiya, Zahwa, and Bahiya. The photo was taken on the balcony of Som'án Rafidi's house in al-Bireh",فايز رفيدي في الوسط مع اخواته الاربعة، وهن من اليمين: بهية، بديعة، زهوة،زهية، اخذت الصورة في بيت سمعان الرفيدي في الشرفة، في البيرة،,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sc1wh5/manifest
ark:/13030/m5995xqr,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0008,The Wisam Rafidi Collection,,عائلة في رحلة,Family trip,"Issam, Zahwa al-Rafidi, and Lidia; Issam's wife, on a trip to the 1948 Occupied Palestinian Land|~|عصام وزهوة الرفيدي وليديا زوجة اخيه عصام، في رحلة الى الداخل الفلسطيني",,,,still image,,,"رجل، نساء، ابنة، طبيعة، منظار، رفيدي; Man, women, daughter, nature, Rafidi, binoculars",,,,image/jpeg,2016.0,2526.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/78301_ca_object_representations_media_126370_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/3379_ca_object_representations_media_126370_original.jpg,https://palarchive.org/index.php/Detail/objects/166045/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Issam, Zahwa al-Rafidi, and Lidia; Issam's wife, on a trip to the 1948 Occupied Palestinian Land",عصام وزهوة الرفيدي وليديا زوجة اخيه عصام، في رحلة الى الداخل الفلسطيني,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5995xqr/manifest
ark:/13030/m51s4f7n,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0009,The Wisam Rafidi Collection,,اخوان,Siblings,"Children on Palm Sunday; at the family's old house. Shown in the photo; right to left, Wisam al-Rafidi and Fo'ád al-Rafidi|~|طفلات وهما من اليمين: وسام الرفيدي وفؤاد الرفيدي، في احد الشعانين في بيت العائلة القديم",,,,still image,1961,1961,"أطفال، كنبة، لعب، زهور، رفيدي، اخوان; Children, couch, games, flowers, Rafidi, siblings",,,,image/jpeg,1705.0,2455.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/91473_ca_object_representations_media_126371_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/49123_ca_object_representations_media_126371_original.jpg,https://palarchive.org/index.php/Detail/objects/166046/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,"Children on Palm Sunday; at the family's old house. Shown in the photo; right to left, Wisam al-Rafidi and Fo'ád al-Rafidi",طفلات وهما من اليمين: وسام الرفيدي وفؤاد الرفيدي، في احد الشعانين في بيت العائلة القديم,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51s4f7n/manifest
ark:/13030/m5rc4vbb,ark:/21198/z1mw82r5,,Work,226.0,0226.01.0010,The Wisam Rafidi Collection,,طفل يلعب,A child playing,Wisam al-Rafidi as a child|~|وسام الرفيدي في مرحلة الطفولة,,,,still image,1960,1960,"طفل، أدوات، سلة، قدر، رفيدي; Childe, tools, basket, pot, Rafidi",,,,image/jpeg,1664.0,2436.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/95535_ca_object_representations_media_126372_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/22848_ca_object_representations_media_126372_original.jpg,https://palarchive.org/index.php/Detail/objects/166047/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Wisam Rafidi Collection,9 September 2019 at 16:30:40,9 March 2021 at 11:15:13,Wisam al-Rafidi as a child,وسام الرفيدي في مرحلة الطفولة,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rc4vbb/manifest
